Publication,Round ID,Round Desc/town,Redelivery cut off time M-F,Redelivery cut off time Sat,Redelivery cut off Sun,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003002,TRUCK 414 DROP 3 RUN 2,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003003,TRUCK 414 DROP 3 RUN 3,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003004,TRUCK 414 DROP 3 RUN 4,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003017,TRUCK 414 DROP 3 RUN 17,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003018,TRUCK 414 DROP 3 RUN 18,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003019,TRUCK 414 DROP 3 RUN 19,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414003020,TRUCK 414 DROP 3 RUN 20,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414010060,TRUCK 414 DROP 10 RUN 60,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A414010061,TRUCK 414 DROP 10 RUN 61,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415030011,HD 011 MT ALBERT [B415F AKC],N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415030012,TRUCK 415 DROP 30 RUN 12,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415030014,TRUCK 415 DROP 30 RUN 14,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415030016,TRUCK 415 DROP 30 RUN 16,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415030017,TRUCK 415 DROP 30 RUN 17,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050001,TRUCK 415 DROP 50 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050004,TRUCK 415 DROP 50 RUN 4,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050005,TRUCK 415 DROP 50 RUN 5,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050006,TRUCK 415 DROP 50 RUN 6,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050007,TRUCK 415 DROP 50 RUN 7,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050008,TRUCK 415 DROP 50 RUN 8,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A415050009,TRUCK 415 DROP 50 RUN 9,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011025,TRUCK 417 DROP 11 RUN 025,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011027,TRUCK 417 DROP 11 RUN 027,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011033,TRUCK 417 DROP 11 RUN 033,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011036,TRUCK 417 DROP 11 RUN 036,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011037,TRUCK 417 DROP 11 RUN 037,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011044,TRUCK 417 DROP 11 RUN 044,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011046,TRUCK 417 DROP 11 RUN 46,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011080,TRUCK 417 DROP 11 RUN 80,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011089,TRUCK 417 DROP 11 RUN 89,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011090,TRUCK 417 DROP 11 RUN 90,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011099,TRUCK 417 DROP 11 RUN 099,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011100,TRUCK 417 DROP 11 RUN 100,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011102,TRUCK 417 DROP 11 RUN 102,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011104,TRUCK 417 DROP 17 RUN 104,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011108,TRUCK 417 DROP 11 RUN 108,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011109,TRUCK 417 DROP 11 RUN 109,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011140,TRUCK 417 DROP 11 RUN 140,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011150,TRUCK 417 DROP 11 RUN 150,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A417011160,TRUCK 417 DROP 11 RUN 160,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420001001,TRUCK 420 DROP 1 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420001002,TRUCK 420 DROP 1 RUN 2,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420001003,TRUCK 420 DROP 1 RUN 3,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420001004,TRUCK 420 DROP 1 RUN 4,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420001005,TRUCK 420 DROP 1 RUN 5,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420002064,TRUCK 420 DROP 2 RUN 64,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420002066,TRUCK 420 DROP 2 RUN 66,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420002077,TRUCK 420 DROP 2 RUN 77,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420002078,TRUCK 420 DROP 2 RUN 78,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420003033,TRUCK 420 DROP 3 RUN 33,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420003034,TRUCK 420 DROP 3 RUN 34,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420003035,TRUCK 420 DROP 3 RUN 35,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420003036,TRUCK 420 DROP 3 RUN 36,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420003037,TRUCK 420 DROP 3 RUN 37,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420008055,TRUCK 420 DROP 8 RUN 55,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420008065,TRUCK 420 DROP 8 RUN 65,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420008075,TRUCK 420 DROP 8 RUN 75,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420009010,TRUCK 420 DROP 9 RUN 10,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420009020,TRUCK 420 DROP 9 RUN 20,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420009030,TRUCK 420 DROP 9 RUN 30,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420009040,TRUCK 420 DROP 9 RUN 40,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A420960001,TRUCK 420 DROP 960 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050023,TRUCK 438 DROP 50 RUN 23,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050024,TRUCK 438 DROP 50 RUN 24,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050025,TRUCK 438 DROP 50 RUN 25,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050026,TRUCK 438 DROP 50 RUN 26,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050027,TRUCK 438 DROP 50 RUN 27,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438050028,TRUCK 438 DROP 50 RUN 28,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438080070,TRUCK 438 DROP 80 RUN 70,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438080071,TRUCK 438 DROP 80 RUN 71,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090035,TRUCK 438 DROP 90 RUN 35,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090036,TRUCK 438 DROP 90 RUN 36,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090038,TRUCK 438 DROP 90 RUN 38,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090048,TRUCK 438 DROP 90 RUN 48,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090049,TRUCK 438 DROP 90 RUN 49,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090053,TRUCK 438 DROP 90 RUN 53,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438090055,TRUCK 438 DROP 90 RUN 55,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438100001,TRUCK 438 DROP 100 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438100006,TRUCK 438 DROP 100 RUN 6,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438100015,TRUCK 438 DROP 100 RUN 15,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A438100017,TRUCK 438 DROP 100 RUN 17,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057002,BETHLEHEM-JUDEA-BROOKFIELD 002,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057003,BELLEVUE-OTUMOETAI-MATUA 003,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057004,MT MAUNGANUI NORTH 004,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057005,MT MAUNGANUI SOUTH 005,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057006,A442057006 - PAPAMOA RUN 006,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057007,GREERTON-PARKVALE-TGA STH 007,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057031,PYES PA-OHAUITI-HAIRINI 031,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442057032,WELCOME BAY-HAIRINI 032,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A442951356,WAITOA-TE AROHA 356,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A451001602,ROTORUA EAST 602,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A451001604,ROTORUA WEST 604,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A463001001,TE KUITI TOWN 001,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A466053001,BP800 TAUPO RUN 1(GILLIAN DAWS,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A466053002,BP800 TAUPO RUN 2(CHERYL),N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A466053003,BP800 TAUPO RUN 3(TE MATOHI),N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A470021666,EDGECUMBE-WHAKATANE-OHOPE 666,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A471032350,PAEROA TOWN 350,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A472600010,THAMES TOWN 001,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A474500369,CAMBRIDGE NORTH 369,N/A,N/A,9.45am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A474500385,CAMBRIDGE SOUTH-LEAMINGTON 385,N/A,N/A,9.45am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A474510395,MATAMATA TOWN 395,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A474520397,TOKOROA TOWN 397,N/A,N/A,9.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A484008023,TRUCK 484 DROP 8 RUN 23,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A484008024,TRUCK 484 DROP 8 RUN 24,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A484008025,TRUCK 484 DROP 8 RUN 25,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A484008026,TRUCK 484 DROP 8 RUN 26,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A484008027,TRUCK 484 DROP 8 RUN 27,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A485951202,H12 MELVILLE-DEANWL-GLENVW 202,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A485951301,H01 BEERESCOURT-PUKETE 301,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A485951302,H02 FRANKTON-NAWTON 302,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A485951305,H01 WHITIORA-FOREST LAKE 305,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A485951306,H02 FRANKTON-HAM-LAKE 306,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A494002050,TRUCK 494 DROP 2 RUN 50,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A494002051,TRUCK 494 DROP 2 RUN 51,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A494002052,TRUCK 494 DROP 2 RUN 52,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A494002053,TRUCK 494 DROP 2 RUN 53,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A494002054,TRUCK 494 DROP 2 RUN 54,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A516950304,H05 HAM-EAST-HILLCREST 304,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A516950307,H06 ENDERLEY-CLAUDELANDS 307,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A516950349,H03 HARROWFIELD-FLAGSTAFF 349,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A516950361,H07 ROTOTUNA-HUNTINGTON 361,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A516950364,H06 RIVERLEA-FAIRFIELD 364,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521001011,TRUCK 521 DROP 1 RUN 11,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521001012,TRUCK 521 DROP 1 RUN 12,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521001013,TRUCK 521 DROP 1 RUN 13,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521002014,TRUCK 521 DROP 2 RUN 14,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521002016,TRUCK 521 DROP 2 RUN 16,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521003089,TRUCK 521 DROP 3 RUN 89,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521003090,TRUCK 521 DROP 3 RUN 90,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521003091,TRUCK 521 DROP 3 RUN 91,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521003092,TRUCK 521 DROP 3 RUN 92,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A521004001,TRUCK 521 DROP 4 RUN 1,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A607010001,HANMER SPRINGS HOME DELIVERY,N/A,N/A,9.30am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A698079001,WAIKANAE S/RUN 1(PAUL),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A698079002,WAIKANAE S/RUN 2 (CHARLIE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701005001,PLIMMERTON S/RUN 1(MIKE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701005002,PAEKAKARIKI S/RUN (MIKE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701005003,PUKERUA BAY S/RUN (MIKE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701010001,PORIRUA SUNDAY RUN 1(NAJIM HAD,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701010002,PORIRUA SUNDAY RUN 2(SHATHA),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701010003,PORIRUA SUNDAY RUN 3(PETER),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701010004,PORIRUA SUNDAY RUN 4(ALLAN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A701010005,PORIRUA SUNDAY RUN 5(TRACE STE,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A703002001,WANGANUI H/DEL RUN 001,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A703002002,WANGANUI H/DEL RUN 002,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A703002003,WANGANUI H/DEL RUN 003,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A703002004,WANGANUI H/DEL RUN 004,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704200001,MASTERTON HOME DEL (NIKKI),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704200002,MASTERTON HOME DEL (MIKE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704220005,CARTERTON SUNDAY RUN (MARCUS),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704220100,FEATHERSTON SUNDAY RUN 2,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704220110,GREYTOWN S/RUN (MARCUS),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230003,WELLINGTON S/RUN 3 (ERUPI),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230004,RITA ANGUS HOME RUN (ERUPI),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230005,WELLINGTON S/RUN 5 (RAJESH),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230007,WELLINGTON S/RUN 7 (NIME),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230012,WELLINGTON S/RUN 12 (KEN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230015,WELLINGTON S/RUN 15 (CHRIS),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230017,WELLINGTON S/RUN 17 (ALAN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230019,WELLINGTON S/RUN 19(LIONEL),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230020,WELLINGTON S/RUN 20(SAM),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A704230022,WELLINGTON S/RUN 22(KIM),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708002001,UPPER HUT SUNDAY RUN 1 (PENAN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708002002,UPPER HUTT S/DAY RUN 2 (PENEHA,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708002003,U/HUTT SUNDAY RUN 3 (VASA),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708002004,UPPER HUTT SUNDAY RUN 4 (SUE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708002006,STOKES VALLEY S/RUN 6-SAVELIO,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005001,LOWER HUTT SUN RUN 1 (JOCK),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005002,LOWER HUTT SUNDAY RUN 2(VINNY),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005003,LOWER HUTT SUNDAY RUN 3 (JOHN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005004,LOWER HUTT S/ RUN 4(MONE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005005,LOWER HUTT SUNDAY RUN 5(MINESH,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005006,LOWER HUTT SUNDAY RUN 6(PATEL),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005007,L/HUTT SUNDAY RUN 7 (MARIAN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005008,LOWER HUTT SUNDAY RUN 8 (NEVIL,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005009,LOWER HUTT RUN 9(MIKE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A708005010,WAINUIOMATA S/TIMES RUN 10 EDN,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001001,WELLINGTON S/RUN 1(IONA),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001002,WELLINGTON S/RUN 2 (PAUL CAR),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001006,WELLINGTON S/RUN 6(TAMAINE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001008,WELLINGTON S/RUN 8 (ROMOLA),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001009,WELLINGTON S/RUN 9 (KURESA),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001010,WELLINGTON S/RUN 10 (CHRIS),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001011,WELLINGTON S/RUN 11 (VALENTIN),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001013,WELLINGTON S/RUN 13(GARY),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001014,WELLINGTON S/RUN 14(VAA POTOI),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001016,WELLINGTON S/RUN 16 (ROBBIE),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001018,WELLINTON S/RUN 18(ROBBIE MAC),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001021,MALVINA MAJOR RETIREMENT VILLA,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001023,WELLINGTON S/RUN 23 (TIM),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A711001030,WELLINGTON S/RUN 30(HOWARD),N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A728005001,STRATFORD SUNDAY HOME RUN 1,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A728215999,ELTHAM HOME DELIVERY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731100001,HASTINGS RUN 1 (MARIE CHADWICK,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731100002,HASTINGS RUN 2 (LYNNE FEATHER,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731100003,HASTINGS RUN 3 (IAN COWAN),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731100004,HASTINGS RUN 4 (ANN TOD),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731110001,HAVELOCK NORTH RUN 1 (PETER K),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A731110002,HAVELOCK NORTH RUN 2 (DAVID),N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A732045001,LEVIN HOME DELVERY RUN 1,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A732045002,LEVIN HOME DELIVERY RUN 2,N/A,N/A,09.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A736028101,GISBORNE RUN 1 - KEITA BOYD,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A736028102,GISBORNE RUN 2 - DANIEL BEETS,N/A,N/A,10.00am,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A737001010,HAWERA HOME DELVERY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
Sunday Star Times,A738085001,MARTON HOME DELIVERY,N/A,N/A,10:00 AM,,,,,,,,,,,,,,,,,,,,
