Publication,Round ID,Round Desc/town,Redelivery cut off time M-F,Redelivery cut off time Sat,Redelivery cut off Sun,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT49002049,CD ROTOTUNA-NORTH,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT49002949,CD FLAGSTAFF-WOODRIDGE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT50002050,CD HUNTINGTON-CHARTWELL,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT51002051,CD WHITIORA-BEERESCOURT,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT52002052,CD FITZROY-BADER-GLENVIEW,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT53002053,CD HAM-EAST-HILLCREST,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT54002054,CD HAM-EAST-CLAUDELANDS,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT55002055,CD QUEENWOOD,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT56002056,CD ROTOTUNA,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT57002057,CD ROTOTUNA-FLAGSTAFF,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT58002058,CD FRANKTON-DINSDALE,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
Waikato Times,WT59002059,CD NAWTON,8:00 AM,8:00 AM,N/A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
